player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
McNaDo00,Donovan McNabb,QB,1999,23,PHI,NFL,QB,12,6,47,313,0,18,42.6,27,6.7,26.1,3.9,1,1,-6,-6.0,0,0,0.0,-6,0.1,-0.5,100.0,-6.0,48,6.4,307,0,8,
McNaDo00,Donovan McNabb,QB,2000,24,PHI,NFL,QB,16,16,86,629,6,32,58.1,54,7.3,39.3,5.4,4,2,5,2.5,0,0,0.0,3,0.1,0.3,50.0,1.3,88,7.2,634,6,7,"PB,AP MVP-2,AP OPoY-4"
McNaDo00,Donovan McNabb,QB,2001,25,PHI,NFL,QB,16,16,82,482,2,28,50.0,33,5.9,30.1,5.1,0,0,0,,0,0,,,0.0,0.0,,,82,5.9,482,2,8,PB
McNaDo00,Donovan McNabb,QB,2002,26,PHI,NFL,QB,10,10,63,460,6,35,65.1,40,7.3,46.0,6.3,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,63,7.3,460,6,6,PB
McNaDo00,Donovan McNabb,QB,2003,27,PHI,NFL,QB,16,16,71,355,3,27,50.7,34,5.0,22.2,4.4,1,1,-7,-7.0,0,0,0.0,-7,0.1,-0.4,100.0,-7.0,72,4.8,348,3,9,PB
McNaDo00,Donovan McNabb,QB,2004,28,PHI,NFL,QB,15,15,41,220,3,12,46.3,28,5.4,14.7,2.7,0,0,0,,0,0,,,0.0,0.0,,,41,5.4,220,3,8,PB
McNaDo00,Donovan McNabb,QB,2005,29,PHI,NFL,QB,9,9,25,55,1,7,28.0,11,2.2,6.1,2.8,0,0,0,,0,0,,,0.0,0.0,,,25,2.2,55,1,8,
McNaDo00,Donovan McNabb,QB,2006,30,PHI,NFL,QB,10,10,32,212,3,15,59.4,37,6.6,21.2,3.2,0,0,0,,0,0,,,0.0,0.0,,,32,6.6,212,3,3,
McNaDo00,Donovan McNabb,QB,2007,31,PHI,NFL,QB,14,14,50,236,0,17,46.0,40,4.7,16.9,3.6,0,0,0,,0,0,,,0.0,0.0,,,50,4.7,236,0,9,
McNaDo00,Donovan McNabb,QB,2008,32,PHI,NFL,QB,16,16,39,147,2,11,43.6,17,3.8,9.2,2.4,0,0,0,,0,0,,,0.0,0.0,,,39,3.8,147,2,7,
McNaDo00,Donovan McNabb,QB,2009,33,PHI,NFL,QB,14,14,37,140,2,11,32.4,27,3.8,10.0,2.6,1,1,1,1.0,0,0,0.0,1,0.1,0.1,100.0,1.0,38,3.7,141,2,10,PB
McNaDo00,Donovan McNabb,QB,2010,34,WAS,NFL,QB,13,13,29,151,0,8,44.8,36,5.2,11.6,2.2,0,0,0,,0,0,,,0.0,0.0,,,29,5.2,151,0,10,
McNaDo00,Donovan McNabb,QB,2011,35,MIN,NFL,QB,6,6,14,59,1,5,35.7,23,4.2,9.8,2.3,0,0,0,,0,0,,,0.0,0.0,,,14,4.2,59,1,2,
