player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
GeorJe00,Jeff George,QB,1990,23,IND,NFL,QB,13,12,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0.5,AP ORoY-3
GeorJe00,Jeff George,QB,,,,,,,,,,,,,,,,,,,,,,,
GeorJe00,Jeff George,QB,1992,25,IND,NFL,QB,10,10,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0.6,
