player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
StafMa00,Matthew Stafford,QB,2011,23,DET,NFL,QB,1,1,0-1-0,28,43,65.1,380,3,7.0,2,4.7,20,60.5,42,8.8,8.14,13.6,380.0,97.0,0,0,0.00,8.84,8.14,0,0,
StafMa00,Matthew Stafford,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StafMa00,Matthew Stafford,QB,2014,26,DET,NFL,QB,1,1,0-1-0,28,42,66.7,323,1,2.4,1,2.4,14,44.4,51,7.7,7.10,11.5,323.0,87.7,3,16,6.67,6.82,6.27,0,0,
StafMa00,Matthew Stafford,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StafMa00,Matthew Stafford,QB,2016,28,DET,NFL,QB,1,1,0-1-0,18,32,56.3,205,0,0.0,0,0.0,10,40.0,30,6.4,6.41,11.4,205.0,75.7,3,23,8.57,5.20,5.20,0,0,
StafMa00,Matthew Stafford,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StafMa00,Matthew Stafford,QB,2021,33,LAR,NFL,QB,4,4,4-0-0,98,140,70.0,1188,9,6.4,3,2.1,58,55.8,70,8.5,8.81,12.1,297.0,108.3,7,42,4.76,7.80,8.10,2,3,
StafMa00,Matthew Stafford,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StafMa00,Matthew Stafford,QB,2023,35,LAR,NFL,QB,1,1,0-1-0,25,36,69.4,367,2,5.6,0,0.0,15,57.9,50,10.2,11.31,14.7,367.0,120.9,2,10,5.26,9.39,10.45,0,0,
StafMa00,Matthew Stafford,QB,2024,36,LAR,NFL,QB,2,2,1-1-0,45,71,63.4,533,4,5.6,0,0.0,25,44.9,48,7.5,8.63,11.8,266.5,105.0,7,40,8.97,6.32,7.35,0,0,
