player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_yac,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,awards
StafMa00,Matthew Stafford,QB,2018,30,DET,NFL,QB,16,16,25,71,8,69,2.8,2,0.1,0,,0,0,0,0,0,0,,0,0,,0,,
StafMa00,Matthew Stafford,QB,2019,31,DET,NFL,QB,8,8,20,66,5,54,2.7,12,0.6,1,20.0,0,0,0,0,0,0,,0,0,,0,,
StafMa00,Matthew Stafford,QB,2020,32,DET,NFL,QB,16,16,29,112,12,107,3.7,5,0.2,0,,1,0,0,0,0,0,15.0,0,0,0.0,0,39.6,
StafMa00,Matthew Stafford,QB,2021,33,LAR,NFL,QB,17,17,32,43,8,36,1.1,7,0.2,0,,0,0,0,0,0,0,,0,0,,0,,
StafMa00,Matthew Stafford,QB,2022,34,LAR,NFL,QB,9,9,13,9,3,3,0.2,6,0.5,1,13.0,0,0,0,0,0,0,,0,0,,0,,
StafMa00,Matthew Stafford,QB,2023,35,LAR,NFL,QB,15,15,21,65,4,61,2.9,4,0.2,0,,0,0,0,0,0,0,,0,0,,0,,"PB,AP MVP-8,AP CPoY-4"
StafMa00,Matthew Stafford,QB,2024,36,LAR,NFL,QB,16,16,30,41,10,36,1.2,5,0.2,0,,0,0,0,0,0,0,,0,0,,0,,
StafMa00,Matthew Stafford,QB,2025,37,LAR,NFL,QB,8,8,21,-6,0,-6,-0.3,0,0.0,0,,0,0,0,0,0,0,,0,0,,0,,
