player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,av,awards
HoyeBr00,Brian Hoyer,QB,2009,24,NWE,NFL,QB,5,0,,19,27,70.4,142,0,0.0,0,0.0,8,37.9,17,5.3,5.26,7.5,28.4,82.6,48.6,2,18,6.90,4.28,4.28,0,0,1,
HoyeBr00,Brian Hoyer,QB,2010,25,NWE,NFL,QB,5,0,,7,15,46.7,122,1,6.7,1,6.7,7,46.7,42,8.1,6.47,17.4,24.4,69.3,60.0,0,0,0.00,8.13,6.47,0,0,0,
HoyeBr00,Brian Hoyer,QB,2011,26,NWE,NFL,QB,3,0,,1,1,100.0,22,0,0.0,0,0.0,1,100.0,22,22.0,22.00,22.0,7.3,118.7,87.4,0,0,0.00,22.00,22.00,0,0,0,
HoyeBr00,Brian Hoyer,QB,2012,27,ARI,NFL,QB,2,1,0-1-0,30,53,56.6,330,1,1.9,2,3.8,12,38.6,53,6.2,4.91,11.0,165.0,65.8,28.7,4,30,7.02,5.26,4.04,0,0,1,
HoyeBr00,Brian Hoyer,QB,2013,28,CLE,NFL,QB,3,3,3-0-0,57,96,59.4,615,5,5.2,3,3.1,33,45.1,47,6.4,6.04,10.8,205.0,82.6,51.1,6,48,5.88,5.56,5.22,1,1,1,
HoyeBr00,Brian Hoyer,QB,2014,29,CLE,NFL,QB,14,13,7-6-0,242,438,55.3,3326,12,2.7,13,3.0,163,41.1,81,7.6,6.81,13.7,237.6,76.5,38.7,24,160,5.19,6.85,6.11,4,4,7,
HoyeBr00,Brian Hoyer,QB,2015,30,HOU,NFL,QB,11,9,5-4-0,224,369,60.7,2606,19,5.1,7,1.9,130,46.7,49,7.1,7.24,11.6,236.9,91.4,52.8,25,185,6.35,6.14,6.31,1,1,7,
HoyeBr00,Brian Hoyer,QB,2016,31,CHI,NFL,QB,6,5,1-4-0,134,200,67.0,1445,6,3.0,0,0.0,75,50.5,64,7.2,7.83,10.8,240.8,98.0,55.1,4,18,1.96,7.00,7.58,0,0,4,
HoyeBr00,Brian Hoyer,QB,2017,32,2TM,NFL,QB,11,6,0-6-0,123,211,58.3,1287,4,1.9,4,1.9,64,37.9,59,6.1,5.63,10.5,117.0,74.5,,16,112,7.05,5.18,4.74,0,0,2,
HoyeBr00,Brian Hoyer,QB,2017,32,SFO,NFL,QB,6,6,0-6-0,119,205,58.0,1245,4,2.0,4,2.0,62,38.0,59,6.1,5.59,10.5,207.5,74.1,,16,112,7.24,5.13,4.67,0,0,2,
HoyeBr00,Brian Hoyer,QB,2017,32,NWE,NFL,QB,5,0,,4,6,66.7,42,0,0.0,0,0.0,2,33.3,27,7.0,7.00,10.5,8.4,86.8,,0,0,0.00,7.00,7.00,0,0,0,
HoyeBr00,Brian Hoyer,QB,2018,33,NWE,NFL,QB,5,0,,1,2,50.0,7,0,0.0,0,0.0,0,,7,3.5,3.50,7.0,1.4,58.3,0.5,0,0,0.00,3.50,3.50,0,0,0,
HoyeBr00,Brian Hoyer,QB,2019,34,IND,NFL,QB,4,1,0-1-0,35,65,53.8,372,4,6.2,4,6.2,22,38.6,23,5.7,4.18,10.6,93.0,65.7,17.4,5,47,7.14,4.64,3.21,0,0,1,
HoyeBr00,Brian Hoyer,QB,2020,35,NWE,NFL,QB,1,1,0-1-0,15,24,62.5,130,0,0.0,1,4.2,8,42.3,25,5.4,3.54,8.7,130.0,59.4,22.4,2,18,7.69,4.31,2.58,0,0,0,
HoyeBr00,Brian Hoyer,QB,2021,36,NWE,NFL,QB,5,0,,9,11,81.8,227,1,9.1,0,0.0,8,81.8,48,20.6,22.45,25.2,45.4,149.1,97.9,0,0,0.00,20.64,22.45,0,0,1,
HoyeBr00,Brian Hoyer,QB,2022,37,NWE,NFL,QB,1,1,0-1-0,5,6,83.3,37,0,0.0,0,0.0,2,42.9,27,6.2,6.17,7.4,37.0,92.4,28.4,1,8,14.29,4.14,4.14,0,0,0,
HoyeBr00,Brian Hoyer,QB,2023,38,LVR,NFL,QB,3,1,0-1-0,23,42,54.8,231,0,0.0,2,4.8,14,44.2,48,5.5,3.36,10.0,77.0,50.8,69.6,1,8,2.33,5.19,3.09,0,0,1,
