player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,two_pt_md,def_two_pt,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
MariMa01,Marcus Mariota,QB,2015,22,TEN,NFL,QB,12,12,2,1,0,0,0,0,0,3,0,,0,0,0,0,0,18,1.5,
MariMa01,Marcus Mariota,QB,2016,23,TEN,NFL,QB,15,15,2,0,0,0,0,0,0,2,0,,0,0,0,0,0,12,0.8,
MariMa01,Marcus Mariota,QB,2017,24,TEN,NFL,QB,15,15,5,0,0,0,0,0,0,5,0,,0,0,0,0,0,30,2.0,
MariMa01,Marcus Mariota,QB,2018,25,TEN,NFL,QB,14,13,2,0,0,0,0,0,0,2,0,,0,0,0,0,0,12,0.9,
MariMa01,Marcus Mariota,QB,,,,,,,,,,,,,,,,,,,,,,,,,
MariMa01,Marcus Mariota,QB,2020,27,LVR,NFL,QB,1,0,1,0,0,0,0,0,0,1,0,,0,0,0,0,0,6,6.0,
MariMa01,Marcus Mariota,QB,2021,28,LVR,NFL,QB,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.6,
MariMa01,Marcus Mariota,QB,2022,29,ATL,NFL,QB,13,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.8,
MariMa01,Marcus Mariota,QB,,,,,,,,,,,,,,,,,,,,,,,,,
MariMa01,Marcus Mariota,QB,2024,31,WAS,NFL,QB,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2.0,
MariMa01,Marcus Mariota,QB,2025,32,WAS,NFL,QB,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.2,
