player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,two_pt_md,def_two_pt,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
BourKe00,Kendrick Bourne,WR,2018,23,SFO,NFL,WR,16,8,0,4,0,0,0,0,0,4,0,,0,0,0,0,0,24,1.5,
BourKe00,Kendrick Bourne,WR,2019,24,SFO,NFL,WR,16,0,0,5,0,0,0,0,0,5,1,,0,0,0,0,0,32,2.0,
BourKe00,Kendrick Bourne,WR,2020,25,SFO,NFL,WR,15,5,0,2,0,0,0,0,0,2,1,,0,0,0,0,0,14,0.9,
BourKe00,Kendrick Bourne,WR,2021,26,NWE,NFL,WR,17,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,
BourKe00,Kendrick Bourne,WR,2022,27,NWE,NFL,WR,16,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
BourKe00,Kendrick Bourne,WR,2023,28,NWE,NFL,WR,8,5,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,3.0,
BourKe00,Kendrick Bourne,WR,2024,29,NWE,NFL,WR,12,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.5,
