player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,awards
BourKe00,Kendrick Bourne,WR,2019,24,SFO,NFL,WR,3,0,10,6,88,5,67,11.2,21,3.5,8.9,0,1,10.0,0,122.1,0,0,0,0,,0,,0,
BourKe00,Kendrick Bourne,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BourKe00,Kendrick Bourne,WR,2021,26,NWE,NFL,WR,1,0,8,7,77,5,55,7.9,22,3.1,7.8,0,1,12.5,0,146.4,1,14,1,13,13.0,1,1.0,0,
