player_id,player_name,position,year_id,age,team,pos,uniform_number,g,gs,offense,off_pct,defense,def_pct,special_teams,st_pct
FordJe00,Jerome Ford,RB,2022,23,CLE,RB,34,13,0,14,2%,0,0%,145,43%
FordJe00,Jerome Ford,RB,2023,24,CLE,RB,34,17,12,629,51%,0,0%,4,1%
FordJe00,Jerome Ford,RB,2024,25,CLE,RB,34,14,6,526,54%,0,0%,39,10%
FordJe00,Jerome Ford,RB,2025,26,CLE,RB,34,8,0,203,37%,0,0%,20,9%
