player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
GallJo00,Joey Galloway,WR,1997,26,SEA,NFL,WR,15,15,0,0,,0,0,,0,,0,,,,,0.0,,1,15,100.00,-15.00,-15.00,0,0,
GallJo00,Joey Galloway,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GallJo00,Joey Galloway,WR,2001,30,DAL,NFL,WR,16,16,1,1,100.0,-1,0,0.0,0,0.0,0,-1,-1.0,-1.00,-1.0,-0.1,79.2,0,0,0.00,-1.00,-1.00,0,0,
