player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
JohnPe00,Pete Johnson,RB,1977,23,CIN,NFL,FB,14,9,4,0,0,0,0,0,0,4,0,0,0,0,0,24,1.7,
JohnPe00,Pete Johnson,RB,1978,24,CIN,NFL,FB,16,10,7,0,0,0,0,0,0,7,0,0,0,0,0,42,2.6,
JohnPe00,Pete Johnson,RB,1979,25,CIN,NFL,FB,16,13,14,1,0,0,0,0,0,15,0,0,0,0,0,90,5.6,
JohnPe00,Pete Johnson,RB,1980,26,CIN,NFL,FB,12,8,6,1,0,0,0,0,0,7,0,0,0,0,0,42,3.5,
JohnPe00,Pete Johnson,RB,1981,27,CIN,NFL,FB,16,16,12,4,0,0,0,0,0,16,0,0,0,0,0,96,6.0,PB
JohnPe00,Pete Johnson,RB,1982,28,CIN,NFL,FB,9,9,7,0,0,0,0,0,0,7,0,0,0,0,0,42,4.7,
JohnPe00,Pete Johnson,RB,1983,29,CIN,NFL,FB,11,8,14,0,0,0,0,0,0,14,0,0,0,0,0,84,7.6,
JohnPe00,Pete Johnson,RB,1984,30,2TM,NFL,RB,16,0,12,0,0,0,0,0,0,12,0,0,0,0,0,72,4.5,
JohnPe00,Pete Johnson,RB,1984,30,SDG,NFL,RB,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,18,6.0,
JohnPe00,Pete Johnson,RB,1984,30,MIA,NFL,RB,13,0,9,0,0,0,0,0,0,9,0,0,0,0,0,54,4.2,
