player_id,player_name,position,year,team,level,pos,voters
EllaHe00,Henry Ellard,WR,1984,1st Tm,All-Conf.,,Pro Football Weekly
EllaHe00,Henry Ellard,WR,1984,1st Tm,,KR,Associated Press
EllaHe00,Henry Ellard,WR,1984,1st Tm,,,Sporting News
EllaHe00,Henry Ellard,WR,1985,1st Tm,,,Sporting News
EllaHe00,Henry Ellard,WR,1988,1st Tm,All-Conf.,,Pro Football Weekly
EllaHe00,Henry Ellard,WR,1988,1st Tm,All-Conf.,,UPI
EllaHe00,Henry Ellard,WR,1988,1st Tm,,WR,Associated Press
EllaHe00,Henry Ellard,WR,1988,1st Tm,,,Pro Football Writers
EllaHe00,Henry Ellard,WR,1988,1st Tm,,,Newspaper Ent. Assoc.
EllaHe00,Henry Ellard,WR,1988,1st Tm,,,Sporting News
EllaHe00,Henry Ellard,WR,1989,2nd Tm,All-Conf.,,UPI
