player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_yac,rec_broken_tackles,rec_drops,awards
TrubMi00,Mitchell Trubisky,QB,2018,24,CHI,NFL,QB,1,1,3,9,0,9,3.0,0,0.0,0,0,0,0,0,0,0,0,0,
TrubMi00,Mitchell Trubisky,QB,,,,,,,,,,,,,,,,,,,,,,,,
TrubMi00,Mitchell Trubisky,QB,2020,26,CHI,NFL,QB,1,1,3,10,1,10,3.3,0,0.0,0,0,0,0,0,0,0,0,0,
TrubMi00,Mitchell Trubisky,QB,2021,27,BUF,NFL,QB,1,0,3,-2,0,-2,-0.7,0,0.0,0,0,0,0,0,0,0,0,0,
TrubMi00,Mitchell Trubisky,QB,,,,,,,,,,,,,,,,,,,,,,,,
TrubMi00,Mitchell Trubisky,QB,2024,30,BUF,NFL,QB,1,0,3,-3,0,-3,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,
