player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
HostJe00,Jeff Hostetler,QB,1986,25,NYG,NFL,QB,13,0,1,1,0,0,0.0,1,1.0,0.1,0.1,3,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,1,1.0,1,0,0,
HostJe00,Jeff Hostetler,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HostJe00,Jeff Hostetler,QB,1988,27,NYG,NFL,QB,16,1,5,-3,0,0,0.0,,-0.6,-0.2,0.3,1,1,10,10.0,0,0,100.0,10,0.1,0.6,100.0,10.0,6,1.2,7,0,1,
HostJe00,Jeff Hostetler,QB,1989,28,NYG,NFL,QB,16,1,11,71,2,7,63.6,19,6.5,4.4,0.7,0,0,0,,0,0,,,0.0,0.0,,,11,6.5,71,2,2,
HostJe00,Jeff Hostetler,QB,1990,29,NYG,NFL,QB,16,2,39,190,2,11,35.9,30,4.9,11.9,2.4,0,0,0,,0,0,,,0.0,0.0,,,39,4.9,190,2,4,
HostJe00,Jeff Hostetler,QB,1991,30,NYG,NFL,QB,12,12,42,273,2,17,42.9,47,6.5,22.8,3.5,0,0,0,,0,0,,,0.0,0.0,,,42,6.5,273,2,7,
HostJe00,Jeff Hostetler,QB,1992,31,NYG,NFL,QB,13,9,35,172,3,14,40.0,27,4.9,13.2,2.7,0,0,0,,0,0,,,0.0,0.0,,,35,4.9,172,3,6,
HostJe00,Jeff Hostetler,QB,1993,32,RAI,NFL,QB,15,15,55,202,5,19,50.9,19,3.7,13.5,3.7,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,55,3.7,202,5,6,
HostJe00,Jeff Hostetler,QB,1994,33,RAI,NFL,QB,16,16,46,159,2,18,47.8,14,3.5,9.9,2.9,0,0,0,,0,0,,,0.0,0.0,,,46,3.5,159,2,10,PB
HostJe00,Jeff Hostetler,QB,1995,34,OAK,NFL,QB,11,11,31,119,0,7,32.3,18,3.8,10.8,2.8,0,0,0,,0,0,,,0.0,0.0,,,31,3.8,119,0,5,
HostJe00,Jeff Hostetler,QB,1996,35,OAK,NFL,QB,13,13,37,179,1,12,54.1,17,4.8,13.8,2.8,0,0,0,,0,0,,,0.0,0.0,,,37,4.8,179,1,4,
HostJe00,Jeff Hostetler,QB,1997,36,WAS,NFL,QB,6,3,14,28,0,2,21.4,11,2.0,4.7,2.3,0,0,0,,0,0,,,0.0,0.0,,,14,2.0,28,0,3,
