player_id,player_name,position,year,team,level,pos,voters
IrviMi00,Michael Irvin,WR,1991,1st Tm,All-Conf.,,Pro Football Weekly
IrviMi00,Michael Irvin,WR,1991,1st Tm,All-Conf.,,UPI
IrviMi00,Michael Irvin,WR,1991,1st Tm,,WR,Associated Press
IrviMi00,Michael Irvin,WR,1991,1st Tm,,,Pro Football Writers
IrviMi00,Michael Irvin,WR,1991,1st Tm,,,Newspaper Ent. Assoc.
IrviMi00,Michael Irvin,WR,1991,1st Tm,,,Pro Football Weekly
IrviMi00,Michael Irvin,WR,1991,1st Tm,,,Sporting News
IrviMi00,Michael Irvin,WR,1992,2nd Tm,,WR,Associated Press
IrviMi00,Michael Irvin,WR,1992,2nd Tm,,,Newspaper Ent. Assoc.
IrviMi00,Michael Irvin,WR,1993,2nd Tm,,WR,Associated Press
