player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,av,awards
KramEr00,Erik Kramer,QB,1987,23,ATL,NFL,QB,3,2,1-1-0,45,92,48.9,559,4,4.3,5,5.4,27,36.3,33,6.1,4.50,12.4,186.3,60.0,10,82,9.80,4.68,3.25,1,1,1,
KramEr00,Erik Kramer,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KramEr00,Erik Kramer,QB,1991,27,DET,NFL,QB,13,8,6-2-0,136,265,51.3,1635,11,4.2,8,3.0,81,40.9,73,6.2,5.64,12.0,125.8,71.8,14,74,5.02,5.59,5.09,3,3,6,
KramEr00,Erik Kramer,QB,1992,28,DET,NFL,QB,7,3,1-2-0,58,106,54.7,771,4,3.8,8,7.5,31,39.7,77,7.3,4.63,13.3,110.1,59.1,15,80,12.40,5.71,3.40,0,0,3,
KramEr00,Erik Kramer,QB,1993,29,DET,NFL,QB,5,4,3-1-0,87,138,63.0,1002,8,5.8,3,2.2,49,46.9,48,7.3,7.44,11.5,200.4,95.1,5,35,3.50,6.76,6.94,2,3,3,
KramEr00,Erik Kramer,QB,1994,30,CHI,NFL,QB,6,5,1-4-0,99,158,62.7,1129,8,5.1,8,5.1,51,46.5,85,7.1,5.88,11.4,188.2,79.9,14,87,8.14,6.06,4.90,0,0,4,
KramEr00,Erik Kramer,QB,1995,31,CHI,NFL,QB,16,16,9-7-0,315,522,60.3,3838,29,5.6,10,1.9,201,49.7,76,7.4,7.60,12.2,239.9,93.5,15,95,2.79,6.97,7.21,1,2,15,
KramEr00,Erik Kramer,QB,1996,32,CHI,NFL,QB,4,4,1-3-0,73,150,48.7,781,3,2.0,6,4.0,37,38.9,58,5.2,3.81,10.7,195.3,54.3,7,53,4.46,4.64,3.30,0,0,-1,
KramEr00,Erik Kramer,QB,1997,33,CHI,NFL,QB,15,13,4-9-0,275,477,57.7,3011,14,2.9,14,2.9,158,42.8,78,6.3,5.58,10.9,200.7,74.0,25,149,4.98,5.70,5.00,1,1,8,
KramEr00,Erik Kramer,QB,1998,34,CHI,NFL,QB,8,8,3-5-0,151,250,60.4,1823,9,3.6,7,2.8,80,47.3,79,7.3,6.75,12.1,227.9,83.1,10,71,3.85,6.74,6.22,2,3,5,
KramEr00,Erik Kramer,QB,1999,35,SDG,NFL,QB,6,4,2-2-0,78,141,55.3,788,2,1.4,10,7.1,39,36.5,41,5.6,2.68,10.1,131.3,46.6,7,62,4.73,4.91,2.14,1,1,2,
