player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_yds_per_att_idx,pass_net_yds_per_att_idx,pass_adj_yds_per_att_idx,pass_adj_net_yds_per_att_idx,pass_cmp_pct_idx,pass_td_pct_idx,pass_int_pct_idx,pass_sacked_pct_idx,pass_rating_idx,awards
KramEr00,Erik Kramer,QB,1987,23,ATL,NFL,QB,3,2,82,75,80,76,80,102,79,85,82,
KramEr00,Erik Kramer,QB,,,,,,,,,,,,,,,,,
KramEr00,Erik Kramer,QB,1991,27,DET,NFL,QB,13,8,84,94,94,100,79,103,109,114,94,
KramEr00,Erik Kramer,QB,1992,28,DET,NFL,QB,7,3,109,97,82,79,90,101,40,67,77,
KramEr00,Erik Kramer,QB,1993,29,DET,NFL,QB,5,4,110,116,120,124,115,127,118,121,124,
KramEr00,Erik Kramer,QB,1994,30,CHI,NFL,QB,6,5,108,103,97,94,114,116,70,87,102,
KramEr00,Erik Kramer,QB,1995,31,CHI,NFL,QB,16,16,115,124,124,129,108,121,121,123,122,
KramEr00,Erik Kramer,QB,1996,32,CHI,NFL,QB,4,4,63,72,66,70,67,76,87,114,66,
KramEr00,Erik Kramer,QB,1997,33,CHI,NFL,QB,15,13,92,98,94,98,103,89,104,112,96,
KramEr00,Erik Kramer,QB,1998,34,CHI,NFL,QB,8,8,109,117,107,112,115,96,106,120,107,
KramEr00,Erik Kramer,QB,1999,35,SDG,NFL,QB,6,4,81,85,63,66,92,73,48,114,64,
