player_id,player_name,position,year,team,level,pos,voters
HarrFr00,Franco Harris,RB,1972,1st Tm,All-Conf.,,Sporting News
HarrFr00,Franco Harris,RB,1972,2nd Tm,All-Conf.,,UPI
HarrFr00,Franco Harris,RB,1972,2nd Tm,,RB,Associated Press
HarrFr00,Franco Harris,RB,1972,2nd Tm,,,Newspaper Ent. Assoc.
HarrFr00,Franco Harris,RB,1974,2nd Tm,All-Conf.,,UPI
HarrFr00,Franco Harris,RB,1975,1st Tm,All-Conf.,,Associated Press
HarrFr00,Franco Harris,RB,1975,1st Tm,All-Conf.,,Pro Football Weekly
HarrFr00,Franco Harris,RB,1975,1st Tm,All-Conf.,,Sporting News
HarrFr00,Franco Harris,RB,1975,1st Tm,All-Conf.,,UPI
HarrFr00,Franco Harris,RB,1975,2nd Tm,,RB,Associated Press
HarrFr00,Franco Harris,RB,1975,2nd Tm,,,Pro Football Writers
HarrFr00,Franco Harris,RB,1975,2nd Tm,,,Newspaper Ent. Assoc.
HarrFr00,Franco Harris,RB,1976,1st Tm,All-Conf.,,Pro Football Weekly
HarrFr00,Franco Harris,RB,1976,2nd Tm,All-Conf.,,UPI
HarrFr00,Franco Harris,RB,1976,2nd Tm,,,Pro Football Writers
HarrFr00,Franco Harris,RB,1976,2nd Tm,,,Newspaper Ent. Assoc.
HarrFr00,Franco Harris,RB,1977,1st Tm,All-Conf.,,Pro Football Weekly
HarrFr00,Franco Harris,RB,1977,1st Tm,All-Conf.,,Sporting News
HarrFr00,Franco Harris,RB,1977,1st Tm,All-Conf.,,UPI
HarrFr00,Franco Harris,RB,1977,1st Tm,,RB,Associated Press
HarrFr00,Franco Harris,RB,1977,1st Tm,,,Pro Football Writers
HarrFr00,Franco Harris,RB,1977,1st Tm,,,Newspaper Ent. Assoc.
HarrFr00,Franco Harris,RB,1977,1st Tm,,,Pro Football Weekly
HarrFr00,Franco Harris,RB,1978,2nd Tm,All-Conf.,,UPI
HarrFr00,Franco Harris,RB,1978,2nd Tm,,,Newspaper Ent. Assoc.
HarrFr00,Franco Harris,RB,1979,2nd Tm,All-Conf.,,UPI
HarrFr00,Franco Harris,RB,1979,2nd Tm,,,Newspaper Ent. Assoc.
