player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
YounSt00,Steve Young,QB,1987,26,SFO,NFL,QB,1,0,,12,17,70.6,158,1,5.9,1,5.9,7,58.8,31,9.3,7.82,13.2,158.0,94.7,0,0,0.00,9.29,7.82,0,0,
YounSt00,Steve Young,QB,1988,27,SFO,NFL,QB,2,0,,1,1,100.0,-1,0,0.0,0,0.0,0,,-1,-1.0,-1.00,-1.0,-0.5,79.2,0,0,0.00,-1.00,-1.00,0,0,
YounSt00,Steve Young,QB,1989,28,SFO,NFL,QB,3,0,,3,5,60.0,26,0,0.0,0,0.0,1,20.0,13,5.2,5.20,8.7,8.7,73.7,0,0,0.00,5.20,5.20,0,0,
YounSt00,Steve Young,QB,1990,29,SFO,NFL,QB,2,0,,1,1,100.0,25,0,0.0,0,0.0,1,100.0,25,25.0,25.00,25.0,12.5,118.7,0,0,0.00,25.00,25.00,0,0,
YounSt00,Steve Young,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YounSt00,Steve Young,QB,1992,31,SFO,NFL,QB,2,2,1-1-0,45,65,69.2,540,3,4.6,3,4.6,28,55.7,36,8.3,7.15,12.0,270.0,90.5,5,25,7.14,7.36,6.29,0,0,
YounSt00,Steve Young,QB,1993,32,SFO,NFL,QB,2,2,1-1-0,44,67,65.7,513,1,1.5,1,1.5,26,54.2,43,7.7,7.28,11.7,256.5,87.5,5,18,6.94,6.88,6.53,0,0,
YounSt00,Steve Young,QB,1994,33,SFO,NFL,QB,3,3,3-0-0,53,87,60.9,623,9,10.3,0,0.0,36,49.5,51,7.2,9.23,11.8,207.7,117.2,4,20,4.40,6.63,8.60,0,0,SB MVP
YounSt00,Steve Young,QB,1995,34,SFO,NFL,QB,1,1,0-1-0,32,65,49.2,328,0,0.0,2,3.1,17,35.3,32,5.0,3.66,10.3,328.0,51.3,3,20,4.41,4.53,3.21,0,0,
YounSt00,Steve Young,QB,1996,35,SFO,NFL,QB,2,2,1-1-0,16,26,61.5,169,1,3.8,0,0.0,9,51.9,36,6.5,7.27,10.6,84.5,93.3,1,0,3.70,6.26,7.00,0,0,
YounSt00,Steve Young,QB,1997,36,SFO,NFL,QB,2,2,1-1-0,44,68,64.7,474,1,1.5,1,1.5,22,42.5,48,7.0,6.60,10.8,237.0,83.8,5,31,6.85,6.07,5.73,0,0,
YounSt00,Steve Young,QB,1998,37,SFO,NFL,QB,2,2,1-1-0,41,69,59.4,471,4,5.8,5,7.2,21,45.8,38,6.8,4.72,11.5,235.5,69.2,3,14,4.17,6.35,4.33,1,1,
