player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
GaglBo00,Bob Gagliano,QB,1989,31,DET,NFL,QB,11,7,41,192,4,13,48.8,19,4.7,17.5,3.7,0,0,0,0,0,0.0,0.0,41,4.7,192,4,3,
GaglBo00,Bob Gagliano,QB,1990,32,DET,NFL,QB,9,4,46,145,0,11,41.3,22,3.2,16.1,5.1,0,0,0,0,0,0.0,0.0,46,3.2,145,0,5,
GaglBo00,Bob Gagliano,QB,1991,33,SDG,NFL,QB,2,0,3,19,0,1,33.3,16,6.3,9.5,1.5,0,0,0,0,0,0.0,0.0,3,6.3,19,0,2,
GaglBo00,Bob Gagliano,QB,1992,34,SDG,NFL,QB,5,1,3,-4,0,0,0.0,,-1.3,-0.8,0.6,0,0,0,0,0,0.0,0.0,3,-1.3,-4,0,1,
