player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
SoloFr01,Freddie Solomon,WR,1975,22,MIA,NFL,WR,14,5,0,2,1,0,0,0,0,3,0,0,0,0,0,18,1.3,
SoloFr01,Freddie Solomon,WR,1976,23,MIA,NFL,WR,10,8,1,2,1,0,0,0,0,4,0,0,0,0,0,24,2.4,
SoloFr01,Freddie Solomon,WR,1977,24,MIA,NFL,WR,13,6,0,1,0,1,0,0,0,2,0,0,0,0,0,12,0.9,
SoloFr01,Freddie Solomon,WR,1978,25,SFO,NFL,WR,16,15,1,2,0,0,0,0,0,3,0,0,0,0,0,18,1.1,
SoloFr01,Freddie Solomon,WR,1979,26,SFO,NFL,WR,15,11,1,7,0,0,0,0,0,8,0,0,0,0,0,48,3.2,
SoloFr01,Freddie Solomon,WR,1980,27,SFO,NFL,WR,16,13,0,8,2,0,0,0,0,10,0,0,0,0,0,60,3.8,
SoloFr01,Freddie Solomon,WR,1981,28,SFO,NFL,WR,15,15,0,8,0,0,0,0,0,8,0,0,0,0,0,48,3.2,
SoloFr01,Freddie Solomon,WR,1982,29,SFO,NFL,WR,9,7,0,3,0,0,0,0,0,3,0,0,0,0,0,18,2.0,
SoloFr01,Freddie Solomon,WR,1983,30,SFO,NFL,WR,13,11,0,4,0,0,0,0,0,4,0,0,0,0,0,24,1.8,
SoloFr01,Freddie Solomon,WR,1984,31,SFO,NFL,WR,14,13,1,10,0,0,0,0,0,11,0,0,0,0,0,66,4.7,
SoloFr01,Freddie Solomon,WR,1985,32,SFO,NFL,WR,16,12,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0.4,
