player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,safety_md,awards
CentLa00,Larry Centers,FB,1990,22,PHO,NFL,FB,6,0,0,0,0,0,,0,1,0,0,0,0.0,0,0,0,,0,
CentLa00,Larry Centers,FB,1991,23,PHO,NFL,FB,9,2,0,0,0,0,,0,4,2,0,0,0.0,0,0,0,,0,
CentLa00,Larry Centers,FB,1992,24,PHO,NFL,FB,16,1,0,0,0,0,,1,1,0,0,0,0.0,0,0,0,,0,
CentLa00,Larry Centers,FB,1993,25,PHO,NFL,FB,16,9,0,0,0,0,,0,1,2,0,0,0.0,0,0,0,,0,
CentLa00,Larry Centers,FB,1994,26,ARI,NFL,FB,16,5,0,0,0,0,,1,2,2,27,0,0.0,0,0,0,,0,
CentLa00,Larry Centers,FB,1995,27,ARI,NFL,FB,16,10,0,0,0,0,,0,2,1,0,0,0.0,0,0,0,,0,PB
CentLa00,Larry Centers,FB,1996,28,ARI,NFL,FB,16,14,0,0,0,0,,0,1,1,0,0,0.0,0,0,0,,0,"PB,AP-1"
CentLa00,Larry Centers,FB,1997,29,ARI,NFL,FB,15,14,0,0,0,0,,0,1,0,0,0,0.0,0,0,0,,0,
CentLa00,Larry Centers,FB,1998,30,ARI,NFL,FB,16,12,0,0,0,0,,0,1,0,0,0,0.0,0,0,0,,0,
CentLa00,Larry Centers,FB,1999,31,WAS,NFL,FB,16,12,0,0,0,0,0,0,2,1,0,0,0.0,9,6,3,0,0,
CentLa00,Larry Centers,FB,2000,32,WAS,NFL,FB,15,6,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,
CentLa00,Larry Centers,FB,2001,33,BUF,NFL,FB,16,13,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,PB
CentLa00,Larry Centers,FB,2002,34,BUF,NFL,FB,16,7,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
CentLa00,Larry Centers,FB,2003,35,NWE,NFL,FB,9,3,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
