player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,awards
WillDa10,Darrel Williams,RB,2018,23,KAN,NFL,RB,2,0,3,9,1,6,2.0,3,1.0,0,0,0,0,0,0,,0,,,0,,0,,,,
WillDa10,Darrel Williams,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillDa10,Darrel Williams,RB,2020,25,KAN,NFL,RB,3,1,28,135,9,47,1.7,88,3.1,0,12,7,35,3,-18,-2.6,53,7.6,-0.7,1,7.0,2,16.7,0,63.2,
WillDa10,Darrel Williams,RB,2021,26,KAN,NFL,RB,2,0,1,4,0,2,2.0,2,2.0,0,0,0,0,0,0,,0,,,0,,0,,,,
