player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,av,awards
KitnJo00,Jon Kitna,QB,1997,25,SEA,NFL,QB,3,1,1-0-0,31,45,68.9,371,1,2.2,2,4.4,20,58.3,61,8.2,6.69,12.0,123.7,82.7,,3,10,6.25,7.52,6.06,1,1,1,
KitnJo00,Jon Kitna,QB,1998,26,SEA,NFL,QB,6,5,3-2-0,98,172,57.0,1177,7,4.1,8,4.7,50,45.4,70,6.8,5.56,12.0,196.2,72.3,,11,72,6.01,6.04,4.84,1,1,4,
KitnJo00,Jon Kitna,QB,1999,27,SEA,NFL,QB,15,15,8-7-0,270,495,54.5,3346,23,4.6,16,3.2,168,42.9,51,6.8,6.23,12.4,223.1,77.7,,32,198,6.07,5.97,5.48,2,2,10,
KitnJo00,Jon Kitna,QB,2000,28,SEA,NFL,QB,15,12,6-6-0,259,418,62.0,2658,18,4.3,19,4.5,143,44.6,71,6.4,5.17,10.3,177.2,75.6,,33,166,7.32,5.53,4.43,2,4,9,
KitnJo00,Jon Kitna,QB,2001,29,CIN,NFL,QB,16,15,6-9-0,313,581,53.9,3216,12,2.1,22,3.8,172,40.9,49,5.5,4.24,10.3,201.0,61.1,,25,185,4.13,5.00,3.76,3,3,6,
KitnJo00,Jon Kitna,QB,2002,30,CIN,NFL,QB,14,12,2-10-0,294,473,62.2,3178,16,3.4,16,3.4,159,46.1,72,6.7,5.87,10.8,227.0,79.1,,24,159,4.83,6.07,5.27,1,1,9,
KitnJo00,Jon Kitna,QB,2003,31,CIN,NFL,QB,16,16,8-8-0,324,520,62.3,3591,26,5.0,15,2.9,184,46.7,82,6.9,6.61,11.1,224.4,87.4,,37,249,6.64,6.00,5.72,3,3,13,AP CPoY-1
KitnJo00,Jon Kitna,QB,2004,32,CIN,NFL,QB,4,3,2-1-0,61,104,58.7,623,5,4.8,4,3.8,32,43.6,30,6.0,5.22,10.2,155.8,75.9,,6,41,5.45,5.29,4.56,1,1,2,
KitnJo00,Jon Kitna,QB,2005,33,CIN,NFL,QB,3,0,,17,29,58.6,99,0,0.0,2,6.9,6,35.5,16,3.4,0.31,5.8,33.0,36.4,,2,10,6.45,2.87,-0.03,0,0,1,
KitnJo00,Jon Kitna,QB,2006,34,DET,NFL,QB,16,16,3-13-0,372,596,62.4,4208,21,3.5,22,3.7,209,46.0,60,7.1,6.10,11.3,263.0,79.9,45.3,63,388,9.56,5.80,4.93,1,1,13,
KitnJo00,Jon Kitna,QB,2007,35,DET,NFL,QB,16,16,7-9-0,355,561,63.3,4068,18,3.2,20,3.6,198,47.4,91,7.3,6.29,11.5,254.3,80.9,49.0,51,320,8.33,6.12,5.24,2,3,12,
KitnJo00,Jon Kitna,QB,2008,36,DET,NFL,QB,4,4,0-4-0,68,120,56.7,758,5,4.2,5,4.2,33,39.3,47,6.3,5.28,11.1,189.5,72.2,19.5,15,89,11.11,4.96,4.03,0,0,2,
KitnJo00,Jon Kitna,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KitnJo00,Jon Kitna,QB,2010,38,DAL,NFL,QB,10,9,4-5-0,209,318,65.7,2365,16,5.0,12,3.8,97,46.6,71,7.4,6.75,11.3,236.5,88.9,52.9,21,100,6.19,6.68,6.03,1,2,8,
KitnJo00,Jon Kitna,QB,2011,39,DAL,NFL,QB,3,0,,6,10,60.0,87,1,10.0,2,20.0,4,60.0,33,8.7,1.70,14.5,29.0,82.1,64.1,0,0,0.00,8.70,1.70,0,0,0,
