player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,all_purpose_yds,awards
MattRi00,Rishard Matthews,WR,2015,26,MIA,NFL,WR,11,11,1,9,0,9,9.0,0,0,0,0,675,
MattRi00,Rishard Matthews,WR,,,,,,,,,,,,,,,,,,
MattRi00,Rishard Matthews,WR,2018,29,2TM,NFL,WR,8,0,4,38,0,18,9.5,0,0,0,0,62,
MattRi00,Rishard Matthews,WR,2018,29,TEN,NFL,WR,3,0,4,38,0,18,9.5,0,0,0,0,49,
