player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,safety_md,awards
KrieDa00,Dave Krieg,QB,1983,25,SEA,NFL,QB,3,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,
KrieDa00,Dave Krieg,QB,,,,,,,,,,,,,,,,,,,,,
KrieDa00,Dave Krieg,QB,1992,34,KAN,NFL,QB,1,1,0,0,0,0,0,0,2,0,0,0,0.0,0,0,
KrieDa00,Dave Krieg,QB,,,,,,,,,,,,,,,,,,,,,
KrieDa00,Dave Krieg,QB,1994,36,DET,NFL,QB,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,
