player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,awards
SchaMa00,Matt Schaub,QB,2018,37,ATL,NFL,QB,3,0,1,0,0,0,0.0,0,0.0,0,1,1,-7,0,-7,-7.0,0,0.0,-7.0,0,0,0.0,0,79.2,
SchaMa00,Matt Schaub,QB,2019,38,ATL,NFL,QB,6,1,3,-3,0,-3,-1.0,0,0.0,0,0,0,0,0,0,,0,,,0,0,,0,,
SchaMa00,Matt Schaub,QB,2020,39,ATL,NFL,QB,1,0,3,-4,0,-4,-1.3,0,0.0,0,0,0,0,0,0,,0,,,0,0,,0,,
