player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,safety_md,awards
PlunJi00,Jim Plunkett,QB,1980,33,OAK,NFL,QB,4,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,SB MVP
PlunJi00,Jim Plunkett,QB,,,,,,,,,,,,,,,,,,,,,
PlunJi00,Jim Plunkett,QB,1982,35,RAI,NFL,QB,2,2,0,0,0,0,0,0,0,1,0,0,0.0,0,0,
PlunJi00,Jim Plunkett,QB,1983,36,RAI,NFL,QB,3,3,0,0,0,0,0,0,2,0,-5,0,0.0,0,0,
