player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
PlunJi00,Jim Plunkett,QB,1971,24,NWE,NFL,QB,14,14,45,210,0,,,16,4.7,15.0,3.2,,0,0,0,,0.0,0.0,45,4.7,210,0,6,AP ORoY-2
PlunJi00,Jim Plunkett,QB,1972,25,NWE,NFL,QB,14,14,36,230,1,,,21,6.4,16.4,2.6,,0,0,0,,0.0,0.0,36,6.4,230,1,6,
PlunJi00,Jim Plunkett,QB,1973,26,NWE,NFL,QB,14,14,44,209,5,,,20,4.8,14.9,3.1,,0,0,0,,0.0,0.0,44,4.8,209,5,6,
PlunJi00,Jim Plunkett,QB,1974,27,NWE,NFL,QB,14,14,30,161,2,,,37,5.4,11.5,2.1,,0,0,0,,0.0,0.0,30,5.4,161,2,4,
PlunJi00,Jim Plunkett,QB,1975,28,NWE,NFL,QB,5,5,4,7,1,,,5,1.8,1.4,0.8,,0,0,0,,0.0,0.0,4,1.8,7,1,2,
PlunJi00,Jim Plunkett,QB,1976,29,SFO,NFL,QB,12,12,19,95,0,,,12,5.0,7.9,1.6,,0,0,0,,0.0,0.0,19,5.0,95,0,1,
PlunJi00,Jim Plunkett,QB,1977,30,SFO,NFL,QB,14,14,28,71,1,,,9,2.5,5.1,2.0,,0,0,0,,0.0,0.0,28,2.5,71,1,2,
PlunJi00,Jim Plunkett,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlunJi00,Jim Plunkett,QB,1979,32,OAK,NFL,QB,4,0,3,18,0,1,33.3,15,6.0,4.5,0.8,0,0,0,0,0,0.0,0.0,3,6.0,18,0,0,
PlunJi00,Jim Plunkett,QB,1980,33,OAK,NFL,QB,13,11,28,141,2,10,46.4,17,5.0,10.8,2.2,0,0,0,0,0,0.0,0.0,28,5.0,141,2,9,
PlunJi00,Jim Plunkett,QB,1981,34,OAK,NFL,QB,9,7,12,38,1,3,41.7,13,3.2,4.2,1.3,0,0,0,0,0,0.0,0.0,12,3.2,38,1,3,
PlunJi00,Jim Plunkett,QB,1982,35,RAI,NFL,QB,9,9,15,6,0,2,13.3,10,0.4,0.7,1.7,0,0,0,0,0,0.0,0.0,15,0.4,6,0,4,
PlunJi00,Jim Plunkett,QB,1983,36,RAI,NFL,QB,14,13,26,78,0,5,34.6,20,3.0,5.6,1.9,0,0,0,0,0,0.0,0.0,26,3.0,78,0,7,
PlunJi00,Jim Plunkett,QB,1984,37,RAI,NFL,QB,8,6,16,14,1,1,25.0,9,0.9,1.8,2.0,0,0,0,0,0,0.0,0.0,16,0.9,14,1,2,
PlunJi00,Jim Plunkett,QB,1985,38,RAI,NFL,QB,3,3,5,12,0,0,40.0,7,2.4,4.0,1.7,0,0,0,0,0,0.0,0.0,5,2.4,12,0,6,
PlunJi00,Jim Plunkett,QB,1986,39,RAI,NFL,QB,10,8,12,47,0,4,33.3,11,3.9,4.7,1.2,0,0,0,0,0,0.0,0.0,12,3.9,47,0,4,
