player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,awards
FourLe00,Leonard Fournette,RB,2020,25,TAM,NFL,RB,4,4,64,300,14,154,2.4,146,2.3,5,12.8,21,18,148,10,5,0.3,143,7.9,0.1,0,,2,9.5,0,111.9,
FourLe00,Leonard Fournette,RB,2021,26,TAM,NFL,RB,1,1,13,51,5,33,2.5,18,1.4,1,13.0,9,9,56,2,-8,-0.9,64,7.1,-0.9,2,4.5,0,0.0,0,92.6,
FourLe00,Leonard Fournette,RB,2022,27,TAM,NFL,RB,1,0,5,11,1,2,0.4,9,1.8,0,,1,1,6,1,-6,-6.0,12,12.0,-6.0,1,1.0,0,0.0,0,91.7,
