player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,two_pt_md,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
MoulEr00,Eric Moulds,WR,1996,23,BUF,NFL,WR,16,5,0,2,0,1,0,0,0,3,0,0,0,0,0,0,18,1.1,
MoulEr00,Eric Moulds,WR,1997,24,BUF,NFL,WR,16,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.1,
MoulEr00,Eric Moulds,WR,1998,25,BUF,NFL,WR,16,15,0,9,0,0,0,0,0,9,0,0,0,0,0,0,54,3.4,"PB,AP-2"
MoulEr00,Eric Moulds,WR,1999,26,BUF,NFL,WR,14,14,0,7,0,0,0,0,0,7,0,0,0,0,0,0,42,3.0,
MoulEr00,Eric Moulds,WR,2000,27,BUF,NFL,WR,16,16,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,1.9,PB
MoulEr00,Eric Moulds,WR,2001,28,BUF,NFL,WR,16,16,0,5,0,0,0,0,0,5,1,0,0,0,0,0,32,2.0,
MoulEr00,Eric Moulds,WR,2002,29,BUF,NFL,WR,16,15,0,10,0,0,0,0,0,10,0,0,0,0,0,0,60,3.8,"PB,AP-2"
MoulEr00,Eric Moulds,WR,2003,30,BUF,NFL,WR,13,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0.5,
MoulEr00,Eric Moulds,WR,2004,31,BUF,NFL,WR,16,16,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,1.9,
MoulEr00,Eric Moulds,WR,2005,32,BUF,NFL,WR,15,15,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.6,
MoulEr00,Eric Moulds,WR,2006,33,HOU,NFL,WR,16,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0.4,
