player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,awards
PickKe00,Kenny Pickett,QB,2022,24,PIT,NFL,QB,13,12,245,389,2923,7.5,1331,5.4,3.4,1073,4.4,8,19,1,16,4.3,67,18.2,266,72.1,2.5,95,34,32,93,21.0,27,7.3,34,152,29,135,4,17,65,315,AP ORoY-6
PickKe00,Kenny Pickett,QB,2023,25,PIT,NFL,QB,12,12,201,324,2284,7.0,1020,5.1,3.1,1050,5.2,9,13,1,11,3.5,57,18.4,222,71.6,2.4,81,33,37,93,25.8,14,5.1,18,148,18,148,0,0,46,352,
PickKe00,Kenny Pickett,QB,2024,26,PHI,NFL,QB,5,1,25,42,355,8.5,234,9.4,5.6,57,2.3,2,2,0,1,2.5,6,15.0,26,65.0,2.4,23,2,6,12,24.5,3,4.3,6,45,5,45,0,0,6,5,
PickKe00,Kenny Pickett,QB,2025,27,LVR,NFL,QB,2,0,2,3,5,1.7,1,0.5,0.3,7,3.5,0,0,0,1,33.3,0,0.0,3,100.0,2.3,0,0,0,0,0.0,0,,0,0,0,0,0,0,1,7,
