player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,safety_md,awards
DorsTo00,Tony Dorsett,RB,1977,23,DAL,NFL,RB,14,4,0,0,0,0,,7,0,0,0,0.0,,,,0,AP ORoY-1
DorsTo00,Tony Dorsett,RB,1978,24,DAL,NFL,RB,16,15,0,0,0,0,0,12,4,54,1,0.0,0,0,0,0,PB
DorsTo00,Tony Dorsett,RB,1979,25,DAL,NFL,RB,14,14,0,0,0,0,0,9,1,0,0,0.0,0,0,0,0,
DorsTo00,Tony Dorsett,RB,1980,26,DAL,NFL,RB,15,15,0,0,0,0,0,8,1,0,0,0.0,0,0,0,0,
DorsTo00,Tony Dorsett,RB,1981,27,DAL,NFL,RB,16,16,0,0,0,0,0,10,2,0,0,0.0,0,0,0,0,"PB,AP-1,AP MVP-3,AP OPoY-2"
DorsTo00,Tony Dorsett,RB,1982,28,DAL,NFL,RB,9,9,0,0,0,0,0,6,1,0,0,0.0,0,0,0,0,"PB,AP-2"
DorsTo00,Tony Dorsett,RB,1983,29,DAL,NFL,RB,16,16,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0,"PB,AP-2"
DorsTo00,Tony Dorsett,RB,1984,30,DAL,NFL,RB,16,16,0,0,0,0,0,12,1,-21,0,0.0,0,0,0,0,
DorsTo00,Tony Dorsett,RB,1985,31,DAL,NFL,RB,16,16,0,0,0,0,0,7,3,0,0,0.0,0,0,0,0,
DorsTo00,Tony Dorsett,RB,1986,32,DAL,NFL,RB,13,12,0,0,0,0,0,5,2,0,0,0.0,0,0,0,0,
DorsTo00,Tony Dorsett,RB,1987,33,DAL,NFL,RB,12,6,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,
DorsTo00,Tony Dorsett,RB,1988,34,DEN,NFL,RB,16,13,0,0,0,0,0,6,1,0,0,0.0,0,0,0,0,
