player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
GrahEa00,Earnest Graham,RB,2008,28,TAM,NFL,RB,10,10,1,1,100.0,3,1,100.0,0,0.0,1,100.0,3,3.0,23.00,3.0,0.3,118.7,99.8,0,0,0.00,3.00,23.00,0,0,
GrahEa00,Earnest Graham,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrahEa00,Earnest Graham,RB,2010,30,TAM,NFL,RB,12,7,1,1,100.0,2,1,100.0,0,0.0,1,100.0,2,2.0,22.00,2.0,0.2,118.7,99.9,0,0,0.00,2.00,22.00,0,0,
