player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,awards
FlowZa00,Zay Flowers,WR,2023,23,BAL,NFL,WR,16,16,108,77,858,41,467,6.1,391,5.1,8.4,10,7.7,4,3.7,1,106.2,8,56,1,18,2.3,38,4.8,2,4.0,AP ORoY-6
FlowZa00,Zay Flowers,WR,2024,24,BAL,NFL,WR,17,15,116,74,1059,48,596,8.1,463,6.3,10.0,7,10.6,6,5.2,0,104.8,9,56,1,27,3.0,29,3.2,1,9.0,PB
FlowZa00,Zay Flowers,WR,2025,25,BAL,NFL,WR,8,8,60,46,550,22,309,6.7,241,5.2,9.2,7,6.6,2,3.3,1,102.8,4,20,1,13,3.3,7,1.8,0,,
