player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
BrowTi00,Tim Brown,WR,1988,22,RAI,NFL,WR,16,9,49,444,0,36,9.1,41,1098,1,97,26.8,2317,"PB,AP ORoY-4"
BrowTi00,Tim Brown,WR,1989,23,RAI,NFL,WR,1,1,4,43,0,29,10.8,3,63,0,25,21.0,114,
BrowTi00,Tim Brown,WR,1990,24,RAI,NFL,WR,16,0,34,295,0,39,8.7,0,0,0,0,,560,
BrowTi00,Tim Brown,WR,1991,25,RAI,NFL,WR,16,1,29,330,1,75,11.4,1,29,0,29,29.0,929,PB
BrowTi00,Tim Brown,WR,1992,26,RAI,NFL,WR,15,12,37,383,0,40,10.4,2,14,0,14,7.0,1086,
BrowTi00,Tim Brown,WR,1993,27,RAI,NFL,WR,16,16,40,465,1,74,11.6,0,0,0,0,,1652,PB
BrowTi00,Tim Brown,WR,1994,28,RAI,NFL,WR,16,16,40,487,0,48,12.2,0,0,0,0,,1796,PB
BrowTi00,Tim Brown,WR,1995,29,OAK,NFL,WR,16,16,36,364,0,38,10.1,0,0,0,0,,1709,PB
BrowTi00,Tim Brown,WR,1996,30,OAK,NFL,WR,16,16,32,272,0,36,8.5,1,24,0,24,24.0,1435,PB
BrowTi00,Tim Brown,WR,1997,31,OAK,NFL,WR,16,16,0,0,0,0,,1,7,0,7,7.0,1434,"PB,AP-2"
BrowTi00,Tim Brown,WR,1998,32,OAK,NFL,WR,16,16,3,23,0,8,7.7,0,0,0,0,,1028,
BrowTi00,Tim Brown,WR,,,,,,,,,,,,,,,,,,,
BrowTi00,Tim Brown,WR,2001,35,OAK,NFL,WR,16,16,6,111,1,88,18.5,0,0,0,0,,1315,PB
BrowTi00,Tim Brown,WR,2002,36,OAK,NFL,WR,16,16,10,55,0,11,5.5,0,0,0,0,,1004,
BrowTi00,Tim Brown,WR,,,,,,,,,,,,,,,,,,,
BrowTi00,Tim Brown,WR,2004,38,TAM,NFL,WR,15,4,6,48,0,14,8.0,0,0,0,0,,248,
