player_id,player_name,position,year,team,level,pos,voters
BrowTi00,Tim Brown,WR,1988,1st Tm,All-Conf.,,Pro Football Weekly
BrowTi00,Tim Brown,WR,1988,1st Tm,,,Pro Football Writers
BrowTi00,Tim Brown,WR,1988,1st Tm,,,Pro Football Weekly
BrowTi00,Tim Brown,WR,1988,1st Tm,,,Sporting News
BrowTi00,Tim Brown,WR,1991,1st Tm,All-Conf.,,Pro Football Weekly
BrowTi00,Tim Brown,WR,1993,1st Tm,All-Conf.,,Pro Football Writers
BrowTi00,Tim Brown,WR,1993,1st Tm,All-Conf.,,UPI
BrowTi00,Tim Brown,WR,1994,1st Tm,All-Conf.,,Pro Football Writers
BrowTi00,Tim Brown,WR,1994,2nd Tm,All-Conf.,,UPI
BrowTi00,Tim Brown,WR,1995,1st Tm,All-Conf.,,Pro Football Writers
BrowTi00,Tim Brown,WR,1995,1st Tm,All-Conf.,,UPI
BrowTi00,Tim Brown,WR,1996,2nd Tm,All-Conf.,,UPI
BrowTi00,Tim Brown,WR,1997,1st Tm,All-Conf.,,Pro Football Writers
BrowTi00,Tim Brown,WR,1997,2nd Tm,,WR,Associated Press
BrowTi00,Tim Brown,WR,1997,1st Tm,,,Sporting News
