player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
StokBr00,Brandon Stokley,WR,2000,24,BAL,NFL,WR,4,1,12,7,91,13.0,1,5,50.0,38,1.8,22.8,58.3,7.6,0,0,0,0,0.0,0.0,7,13.0,91,1,0,
StokBr00,Brandon Stokley,WR,2001,25,BAL,NFL,WR,2,0,7,2,38,19.0,0,2,28.6,27,1.0,19.0,28.6,5.4,0,0,0,0,0.0,0.0,2,19.0,38,0,0,
StokBr00,Brandon Stokley,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StokBr00,Brandon Stokley,WR,2003,27,IND,NFL,WR,3,0,17,11,223,20.3,3,9,52.9,87,3.7,74.3,64.7,13.1,0,0,0,0,0.0,0.0,11,20.3,223,3,0,
StokBr00,Brandon Stokley,WR,2004,28,IND,NFL,WR,2,0,14,10,97,9.7,0,8,64.3,21,5.0,48.5,71.4,6.9,0,0,0,0,0.0,0.0,10,9.7,97,0,0,
StokBr00,Brandon Stokley,WR,2005,29,IND,NFL,WR,1,0,2,1,13,13.0,0,1,50.0,13,1.0,13.0,50.0,6.5,0,0,0,0,0.0,0.0,1,13.0,13,0,0,
StokBr00,Brandon Stokley,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StokBr00,Brandon Stokley,WR,2010,34,SEA,NFL,WR,2,2,15,12,158,13.2,2,8,73.3,45,6.0,79.0,80.0,10.5,0,0,0,0,0.0,0.0,12,13.2,158,2,0,
StokBr00,Brandon Stokley,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StokBr00,Brandon Stokley,WR,2012,36,DEN,NFL,WR,1,1,6,3,27,9.0,1,2,33.3,15,3.0,27.0,50.0,4.5,0,0,0,0,0.0,0.0,3,9.0,27,1,0,
