player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,two_pt_md,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
CulvRo00,Rodney Culver,RB,1992,23,IND,NFL,RB,16,2,7,2,0,0,0,0,0,9,,0,0,0,0,0,54,3.4,AP ORoY-6
CulvRo00,Rodney Culver,RB,1993,24,IND,NFL,RB,16,1,3,1,0,0,1,0,0,5,,0,0,0,0,0,30,1.9,
CulvRo00,Rodney Culver,RB,,,,,,,,,,,,,,,,,,,,,,,,
CulvRo00,Rodney Culver,RB,1995,26,SDG,NFL,RB,8,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,18,2.3,
