player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
CribJo00,Joe Cribbs,RB,1980,22,BUF,NFL,RB,16,16,1,1,100.0,13,0,0.0,0,0.0,1,100.0,13,13.0,13.00,13.0,0.8,118.7,0,0,0.00,13.00,13.00,0,0,"PB,AP ORoY-2"
CribJo00,Joe Cribbs,RB,1981,23,BUF,NFL,RB,15,15,1,1,100.0,9,1,100.0,0,0.0,1,100.0,9,9.0,29.00,9.0,0.6,143.7,0,0,0.00,9.00,29.00,0,0,PB
CribJo00,Joe Cribbs,RB,1982,24,BUF,NFL,RB,7,6,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,
CribJo00,Joe Cribbs,RB,1983,25,BUF,NFL,RB,16,16,1,2,50.0,3,0,0.0,0,0.0,1,50.0,3,1.5,1.50,3.0,0.2,56.2,0,0,0.00,1.50,1.50,0,0,PB
CribJo00,Joe Cribbs,RB,1984,,Did not play - Contract dispute,,,,,,,,,,,,,,,,,,,,,,,,,,,,
