player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,two_pt_md,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
HoarLe00,Leroy Hoard,RB,1994,26,CLE,NFL,FB,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,3.0,
HoarLe00,Leroy Hoard,RB,,,,,,,,,,,,,,,,,,,,,,,,
HoarLe00,Leroy Hoard,RB,1997,29,MIN,NFL,RB,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,3.0,
HoarLe00,Leroy Hoard,RB,1998,30,MIN,NFL,RB,2,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,18,9.0,
HoarLe00,Leroy Hoard,RB,1999,31,MIN,NFL,RB,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,8,4.0,
