player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
WonsGe00,George Wonsley,RB,1984,24,IND,NFL,RB,14,0,0,0,0,0,4,52,0,20,13.0,210,
WonsGe00,George Wonsley,RB,,,,,,,,,,,,,,,,,,
WonsGe00,George Wonsley,RB,1986,26,IND,NFL,RB,16,6,0,0,0,0,2,31,0,20,15.5,420,
WonsGe00,George Wonsley,RB,1987,27,IND,NFL,RB,11,0,0,0,0,0,1,19,0,19,19.0,138,
WonsGe00,George Wonsley,RB,,,,,,,,,,,,,,,,,,
WonsGe00,George Wonsley,RB,1989,29,NWE,NFL,RB,5,0,0,0,0,0,3,69,0,40,23.0,67,
