player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
JackMa00,Mark Jackson,WR,1986,23,DEN,NFL,WR,16,1,2,7,0,6,3.5,1,16,0,16,16.0,767,AP ORoY-2
JackMa00,Mark Jackson,WR,,,,,,,,,,,,,,,,,,,
JackMa00,Mark Jackson,WR,1990,27,DEN,NFL,WR,16,15,0,0,0,0,,1,18,0,18,18.0,972,
JackMa00,Mark Jackson,WR,,,,,,,,,,,,,,,,,,,
JackMa00,Mark Jackson,WR,1994,31,2TM,NFL,WR,14,0,0,0,0,0,,1,5,0,5,5.0,102,
JackMa00,Mark Jackson,WR,1994,31,IND,NFL,WR,12,0,0,0,0,0,,1,5,0,5,5.0,102,
