player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,awards
AghoNe00,Nelson Agholor,WR,2018,25,PHI,NFL,WR,2,2,9,4,38,3,26,6.5,12,3.0,10.2,0,0,0.0,1,17.1,1,12,1,11,11.0,1,1.0,0,
AghoNe00,Nelson Agholor,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AghoNe00,Nelson Agholor,WR,2021,28,NWE,NFL,WR,1,1,2,1,18,1,0,0.0,18,18.0,17.0,0,0,0.0,1,41.7,0,0,0,0,,0,,0,
AghoNe00,Nelson Agholor,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AghoNe00,Nelson Agholor,WR,2023,30,BAL,NFL,WR,2,0,7,3,51,2,28,9.3,23,7.7,11.4,0,2,28.6,0,107.7,0,0,0,0,,0,,0,
AghoNe00,Nelson Agholor,WR,2024,31,BAL,NFL,WR,2,0,2,1,25,1,16,16.0,9,9.0,9.0,0,0,0.0,0,95.8,0,0,0,0,,0,,0,
