player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,av,awards
GrahKe00,Kent Graham,QB,1992,24,NYG,NFL,QB,6,3,0-3-0,42,97,43.3,470,1,1.0,4,4.1,16,27.9,44,4.8,3.20,11.2,78.3,44.6,7,49,6.73,4.05,2.51,0,0,2,
GrahKe00,Kent Graham,QB,1993,25,NYG,NFL,QB,9,0,,8,22,36.4,79,0,0.0,0,0.0,4,24.0,18,3.6,3.59,9.9,8.8,47.3,3,28,12.00,2.04,2.04,0,0,0,
GrahKe00,Kent Graham,QB,1994,26,NYG,NFL,QB,13,1,0-1-0,24,53,45.3,295,3,5.7,2,3.8,14,34.5,55,5.6,5.00,12.3,22.7,66.2,2,22,3.64,4.96,4.42,0,1,1,
GrahKe00,Kent Graham,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrahKe00,Kent Graham,QB,1996,28,ARI,NFL,QB,10,8,4-4-0,146,274,53.3,1624,12,4.4,7,2.6,94,42.0,69,5.9,5.65,11.1,162.4,75.1,19,120,6.48,5.13,4.88,2,2,5,
GrahKe00,Kent Graham,QB,1997,29,ARI,NFL,QB,8,6,1-5-0,130,250,52.0,1408,4,1.6,5,2.0,68,38.3,47,5.6,5.05,10.8,176.0,65.9,16,115,6.02,4.86,4.32,2,2,3,
GrahKe00,Kent Graham,QB,1998,30,NYG,NFL,QB,11,6,5-1-0,105,205,51.2,1219,7,3.4,5,2.4,57,33.2,87,5.9,5.53,11.6,110.8,70.8,12,75,5.53,5.27,4.88,1,1,4,
GrahKe00,Kent Graham,QB,1999,31,NYG,NFL,QB,9,9,5-4-0,160,271,59.0,1697,9,3.3,9,3.3,82,42.8,56,6.3,5.43,10.6,188.6,74.6,26,184,8.75,5.09,4.34,1,1,5,
GrahKe00,Kent Graham,QB,2000,32,PIT,NFL,QB,12,5,2-3-0,66,148,44.6,878,1,0.7,1,0.7,38,32.9,77,5.9,5.76,13.3,73.2,63.4,13,70,8.07,5.02,4.86,0,0,3,
GrahKe00,Kent Graham,QB,2001,33,WAS,NFL,QB,3,0,,13,19,68.4,131,2,10.5,0,0.0,9,57.1,16,6.9,9.00,10.1,43.7,122.9,2,16,9.52,5.48,7.38,2,2,0,
