player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,av,awards
MorrSa00,Sammy Morris,RB,2000,23,BUF,NFL,RB,12,8,93,341,5,28,47.3,32,3.7,28.4,7.8,48,37,268,7.2,1,7,43.8,24,3.1,22.3,77.1,5.6,130,4.7,609,6,2,4,
MorrSa00,Sammy Morris,RB,2001,24,BUF,NFL,RB,16,1,20,72,0,2,45.0,10,3.6,4.5,1.3,9,7,36,5.1,0,3,55.6,11,0.4,2.3,77.8,4.0,27,4.0,108,0,1,1,
MorrSa00,Sammy Morris,RB,2002,25,BUF,NFL,RB,16,0,2,5,0,0,0.0,5,2.5,0.3,0.1,4,3,48,16.0,0,3,75.0,18,0.2,3.0,75.0,12.0,5,10.6,53,0,0,0,
MorrSa00,Sammy Morris,RB,2003,26,BUF,NFL,RB,9,0,19,70,1,7,52.6,12,3.7,7.8,2.1,17,14,100,7.1,0,4,29.4,24,1.6,11.1,82.4,5.9,33,5.2,170,1,0,1,
MorrSa00,Sammy Morris,RB,2004,27,MIA,NFL,RB,13,8,132,523,6,33,45.5,35,4.0,40.2,10.2,28,22,124,5.6,0,5,35.7,24,1.7,9.5,78.6,4.4,154,4.2,647,6,1,4,
MorrSa00,Sammy Morris,RB,2005,28,MIA,NFL,RB,16,2,16,58,1,3,50.0,9,3.6,3.6,1.0,12,8,54,6.8,0,2,25.0,18,0.5,3.4,66.7,4.5,24,4.7,112,1,0,1,
MorrSa00,Sammy Morris,RB,2006,29,MIA,NFL,RB,12,4,92,400,1,17,41.3,55,4.3,33.3,7.7,35,21,162,7.7,0,8,34.3,44,1.8,13.5,60.0,4.6,113,5.0,562,1,4,3,
MorrSa00,Sammy Morris,RB,2007,30,NWE,NFL,RB,6,2,85,384,3,24,54.1,49,4.5,64.0,14.2,8,6,35,5.8,0,1,37.5,18,1.0,5.8,75.0,4.4,91,4.6,419,3,0,4,
MorrSa00,Sammy Morris,RB,2008,31,NWE,NFL,RB,13,7,156,727,7,46,49.4,35,4.7,55.9,12.0,24,17,161,9.5,0,5,54.2,42,1.3,12.4,70.8,6.7,173,5.1,888,7,1,8,
MorrSa00,Sammy Morris,RB,2009,32,NWE,NFL,RB,12,5,73,319,2,19,47.9,55,4.4,26.6,6.1,27,19,180,9.5,0,11,48.1,35,1.6,15.0,70.4,6.7,92,5.4,499,2,2,4,
MorrSa00,Sammy Morris,RB,2010,33,NWE,NFL,RB,16,0,20,56,0,6,50.0,9,2.8,3.5,1.3,12,7,77,11.0,0,4,41.7,22,0.4,4.8,58.3,6.4,27,4.9,133,0,1,1,
MorrSa00,Sammy Morris,RB,2011,34,DAL,NFL,RB,3,0,28,98,0,7,42.9,15,3.5,32.7,9.3,7,5,13,2.6,0,0,14.3,9,1.7,4.3,71.4,1.9,33,3.4,111,0,0,1,
