player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_yac,rec_broken_tackles,rec_drops,rec_target_int,awards
GaroJi00,Jimmy Garoppolo,QB,2018,27,SFO,NFL,QB,3,3,8,33,2,-4,-0.5,37,4.6,0,,0,0,0,0,0,0,0,0,0,
GaroJi00,Jimmy Garoppolo,QB,2019,28,SFO,NFL,QB,16,16,46,62,13,45,1.0,17,0.4,1,46.0,0,0,0,0,0,0,0,0,0,AP CPoY-2
GaroJi00,Jimmy Garoppolo,QB,2020,29,SFO,NFL,QB,6,6,10,25,3,19,1.9,6,0.6,1,10.0,0,0,0,0,0,0,0,0,0,
GaroJi00,Jimmy Garoppolo,QB,2021,30,SFO,NFL,QB,15,15,38,51,15,40,1.1,11,0.3,0,,0,0,0,0,0,0,0,0,0,
GaroJi00,Jimmy Garoppolo,QB,2022,31,SFO,NFL,QB,11,10,23,33,12,14,0.6,19,0.8,0,,0,0,0,0,0,0,0,0,0,
GaroJi00,Jimmy Garoppolo,QB,2023,32,LVR,NFL,QB,7,6,20,39,6,26,1.3,13,0.7,1,20.0,0,0,0,0,0,0,0,0,0,
GaroJi00,Jimmy Garoppolo,QB,2024,33,LAR,NFL,QB,1,1,2,5,0,5,2.5,0,0.0,0,,0,0,0,0,0,0,0,0,0,
GaroJi00,Jimmy Garoppolo,QB,2025,34,LAR,NFL,QB,1,0,3,-3,0,-3,-1.0,0,0.0,0,,0,0,0,0,0,0,0,0,0,
