player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,av,awards
ConlCh00,Chris Conley,WR,2015,23,KAN,NFL,WR,16,5,31,17,199,11.7,1,12,51.6,44,1.1,12.4,54.8,6.4,0,0,0,0,,,,0.0,0.0,17,11.7,199,1,0,2,
ConlCh00,Chris Conley,WR,2016,24,KAN,NFL,WR,16,11,69,44,530,12.0,0,30,56.5,39,2.8,33.1,63.8,7.7,0,0,0,0,,,,0.0,0.0,44,12.0,530,0,1,5,
ConlCh00,Chris Conley,WR,2017,25,KAN,NFL,WR,5,5,16,11,175,15.9,0,8,68.8,35,2.2,35.0,68.8,10.9,0,0,0,0,,,,0.0,0.0,11,15.9,175,0,0,2,
ConlCh00,Chris Conley,WR,2018,26,KAN,NFL,WR,16,13,52,32,334,10.4,5,18,55.8,27,2.0,20.9,61.5,6.4,0,0,0,0,,,,0.0,0.0,32,10.4,334,5,2,4,
ConlCh00,Chris Conley,WR,2019,27,JAX,NFL,WR,16,14,90,47,775,16.5,5,36,47.8,70,2.9,48.4,52.2,8.6,0,0,0,0,,,,0.0,0.0,47,16.5,775,5,0,6,
ConlCh00,Chris Conley,WR,2020,28,JAX,NFL,WR,15,4,63,40,471,11.8,2,24,58.7,51,2.7,31.4,63.5,7.5,0,0,0,0,,,,0.0,0.0,40,11.8,471,2,1,3,
ConlCh00,Chris Conley,WR,2021,29,HOU,NFL,WR,16,10,37,22,323,14.7,2,15,48.6,41,1.4,20.2,59.5,8.7,1,3,0,1,100.0,3,3.0,0.2,0.1,23,14.2,326,2,1,2,
ConlCh00,Chris Conley,WR,2022,30,2TM,NFL,WR,9,1,7,4,46,11.5,0,2,57.1,27,0.4,5.1,57.1,6.6,0,0,0,0,,,,0.0,0.0,4,11.5,46,0,0,0,
ConlCh00,Chris Conley,WR,2022,30,HOU,NFL,WR,2,0,2,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,,,,0.0,0.0,0,,0,0,0,0,
ConlCh00,Chris Conley,WR,2022,30,TEN,NFL,WR,7,1,5,4,46,11.5,0,2,80.0,27,0.6,6.6,80.0,9.2,0,0,0,0,,,,0.0,0.0,4,11.5,46,0,0,0,
ConlCh00,Chris Conley,WR,2023,31,SFO,NFL,WR,8,0,6,3,69,23.0,0,2,33.3,48,0.4,8.6,50.0,11.5,0,0,0,0,,,,0.0,0.0,3,23.0,69,0,0,1,
ConlCh00,Chris Conley,WR,2024,32,SFO,NFL,WR,15,2,12,6,76,12.7,0,3,50.0,23,0.4,5.1,50.0,6.3,0,0,0,0,,,,0.0,0.0,6,12.7,76,0,0,1,
