player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
BranCl00,Cliff Branch,WR,1972,24,OAK,NFL,WR,1,0,,0,0,,0,,,,0.0,0.0,,,0,0,0,,0.0,0.0,0,,0,0,0,
BranCl00,Cliff Branch,WR,1973,25,OAK,NFL,WR,2,0,,1,8,8.0,0,,,8,0.5,4.0,,,0,0,0,,0.0,0.0,1,8.0,8,0,0,
BranCl00,Cliff Branch,WR,1974,26,OAK,NFL,WR,2,2,,12,270,22.5,2,,,72,6.0,135.0,,,0,0,0,,0.0,0.0,12,22.5,270,2,0,
BranCl00,Cliff Branch,WR,1975,27,OAK,NFL,WR,2,2,,7,145,20.7,0,,,37,3.5,72.5,,,0,0,0,,0.0,0.0,7,20.7,145,0,0,
BranCl00,Cliff Branch,WR,1976,28,OAK,NFL,WR,3,3,,9,98,10.9,0,,,28,3.0,32.7,,,0,0,0,,0.0,0.0,9,10.9,98,0,0,
BranCl00,Cliff Branch,WR,1977,29,OAK,NFL,WR,2,2,,9,172,19.1,0,,,41,4.5,86.0,,,0,0,0,,0.0,0.0,9,19.1,172,0,1,
BranCl00,Cliff Branch,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BranCl00,Cliff Branch,WR,1980,32,OAK,NFL,WR,4,4,25,11,201,18.3,2,9,44.0,48,2.8,50.3,44.0,8.0,0,0,0,0,0.0,0.0,11,18.3,201,2,0,
BranCl00,Cliff Branch,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BranCl00,Cliff Branch,WR,1982,34,RAI,NFL,WR,2,2,17,10,203,20.3,0,8,58.8,64,5.0,101.5,58.8,11.9,0,0,0,0,0.0,0.0,10,20.3,203,0,2,
BranCl00,Cliff Branch,WR,1983,35,RAI,NFL,WR,3,3,19,14,192,13.7,1,7,73.7,50,4.7,64.0,73.7,10.1,0,0,0,0,0.0,0.0,14,13.7,192,1,1,
BranCl00,Cliff Branch,WR,1984,36,RAI,NFL,WR,1,0,,0,0,,0,0,,,0.0,0.0,,,0,0,0,0,0.0,0.0,0,,0,0,0,
