player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_long,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,av,awards
CoopRi00,Riley Cooper,WR,2010,23,PHI,NFL,WR,13,2,18,7,116,16.6,1,5,38.9,37,0.5,8.9,38.9,6.4,0,0,0,0,,0.0,0.0,7,16.6,116,1,0,1,
CoopRi00,Riley Cooper,WR,2011,24,PHI,NFL,WR,16,3,35,16,315,19.7,1,13,45.7,58,1.0,19.7,45.7,9.0,0,0,0,0,,0.0,0.0,16,19.7,315,1,0,2,
CoopRi00,Riley Cooper,WR,2012,25,PHI,NFL,WR,11,5,47,23,248,10.8,3,14,42.6,23,2.1,22.5,48.9,5.3,0,0,0,0,,0.0,0.0,23,10.8,248,3,0,2,
CoopRi00,Riley Cooper,WR,2013,26,PHI,NFL,WR,16,15,84,47,835,17.8,8,33,46.4,63,2.9,52.2,56.0,9.9,0,18,0,0,18,1.1,0.0,47,18.1,853,8,0,7,
CoopRi00,Riley Cooper,WR,2014,27,PHI,NFL,WR,16,16,95,55,577,10.5,3,25,47.4,50,3.4,36.1,57.9,6.1,0,0,0,0,,0.0,0.0,55,10.5,577,3,1,4,
CoopRi00,Riley Cooper,WR,2015,28,PHI,NFL,WR,16,13,41,21,327,15.6,2,15,46.3,62,1.3,20.4,51.2,8.0,0,0,0,0,,0.0,0.0,21,15.6,327,2,0,2,
