player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
CrowJa00,Jamison Crowder,WR,2015,22,WAS,NFL,WR,16,6,30,158,0,16,5.3,1,13,0,13,13.0,777,
CrowJa00,Jamison Crowder,WR,2016,23,WAS,NFL,WR,16,9,27,328,1,85,12.1,0,0,0,0,,1173,
CrowJa00,Jamison Crowder,WR,2017,24,WAS,NFL,WR,15,6,27,171,0,29,6.3,0,0,0,0,,994,
CrowJa00,Jamison Crowder,WR,2018,25,WAS,NFL,WR,9,7,2,20,0,11,10.0,0,0,0,0,,438,
CrowJa00,Jamison Crowder,WR,,,,,,,,,,,,,,,,,,,
CrowJa00,Jamison Crowder,WR,2020,27,NYJ,NFL,WR,12,7,0,0,0,0,,1,8,0,8,8.0,721,
CrowJa00,Jamison Crowder,WR,,,,,,,,,,,,,,,,,,,
CrowJa00,Jamison Crowder,WR,2022,29,BUF,NFL,WR,4,0,9,100,0,20,11.1,1,17,0,17,17.0,189,
CrowJa00,Jamison Crowder,WR,2023,30,WAS,NFL,WR,17,0,35,278,0,61,7.9,0,0,0,0,,439,
CrowJa00,Jamison Crowder,WR,2024,31,WAS,NFL,WR,6,1,8,81,0,23,10.1,0,0,0,0,,153,
