player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,all_purpose_yds,awards
CrowJa00,Jamison Crowder,WR,2015,22,WAS,NFL,WR,1,1,1,5,0,5,5.0,0,0,0,0,20,
CrowJa00,Jamison Crowder,WR,,,,,,,,,,,,,,,,,,
CrowJa00,Jamison Crowder,WR,2024,31,WAS,NFL,WR,3,1,1,17,0,17,17.0,0,0,0,0,46,
