player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
LockTy00,Tyler Lockett,WR,2015,23,SEA,NFL,WR,2,0,4,18,0,8,4.5,4,104,0,50,26.0,232,
LockTy00,Tyler Lockett,WR,,,,,,,,,,,,,,,,,,,
LockTy00,Tyler Lockett,WR,2018,26,SEA,NFL,WR,1,1,3,22,0,12,7.3,1,52,0,52,52.0,194,
LockTy00,Tyler Lockett,WR,2019,27,SEA,NFL,WR,2,2,0,0,0,0,,3,60,0,27,20.0,258,
