player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,safety_md,awards
DaviDo01,Domanick Williams,RB,2003,23,HOU,NFL,RB,14,10,0,0,0,0,0,0,4,1,0,0,0.0,1,0,1,0,0,
DaviDo01,Domanick Williams,RB,2004,24,HOU,NFL,RB,15,15,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,
DaviDo01,Domanick Williams,RB,2005,25,HOU,NFL,RB,11,11,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,
