player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,awards
HillTa00,Taysom Hill,QB,2018,28,NOR,NFL,QB,2,0,3,8,1,6,2.0,2,0.7,0,,2,1,2,1,-3,-3.0,5,5.0,20.0,0,0,0.0,0,95.8,
HillTa00,Taysom Hill,QB,2019,29,NOR,NFL,WR/QB,1,1,4,50,4,2,0.5,48,12.0,2,2.0,2,2,25,1,18,9.0,7,3.5,9.0,0,0,0.0,0,158.3,
HillTa00,Taysom Hill,QB,2020,30,NOR,NFL,QB/WR,1,1,4,15,2,13,3.3,2,0.5,0,,2,2,5,0,1,0.5,4,2.0,0.5,0,0,0.0,0,79.2,
