player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,safety_md,awards
LaneFr00,Fred Lane,RB,1997,22,CAR,NFL,RB,13,7,0,0,0,0,,0,4,2,0,0,0.0,0,0,0,0,
LaneFr00,Fred Lane,RB,1998,23,CAR,NFL,RB,14,11,0,0,0,0,,0,4,0,0,0,0.0,0,0,0,0,
LaneFr00,Fred Lane,RB,1999,24,CAR,NFL,RB,15,5,0,0,0,0,0,0,1,0,0,0,0.0,,,,0,
