player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
WardHi00,Hines Ward,WR,2001,25,PIT,NFL,WR,2,2,17,9,101,11.2,0,4,47.1,24,4.5,50.5,52.9,5.9,2,4,0,0,50.0,6,2.0,2.0,1.0,11,9.5,105,0,0,
WardHi00,Hines Ward,WR,2002,26,PIT,NFL,WR,2,2,27,18,186,10.3,3,11,59.3,21,9.0,93.0,66.7,6.9,3,5,0,1,66.7,11,1.7,2.5,1.5,21,9.1,191,3,0,
WardHi00,Hines Ward,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WardHi00,Hines Ward,WR,2004,28,PIT,NFL,WR,2,2,22,15,214,14.3,2,12,63.6,30,7.5,107.0,68.2,9.7,0,0,0,0,,,,0.0,0.0,15,14.3,214,2,0,
WardHi00,Hines Ward,WR,2005,29,PIT,NFL,WR,4,4,30,15,260,17.3,3,11,43.3,45,3.8,65.0,50.0,8.7,2,22,0,1,50.0,18,11.0,5.5,0.5,17,16.6,282,3,0,SB MVP
WardHi00,Hines Ward,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WardHi00,Hines Ward,WR,2007,31,PIT,NFL,WR,1,1,12,10,135,13.5,0,6,75.0,33,10.0,135.0,83.3,11.3,0,0,0,0,,,,0.0,0.0,10,13.5,135,0,0,
WardHi00,Hines Ward,WR,2008,32,PIT,NFL,WR,3,3,11,9,168,18.7,0,7,63.6,45,3.0,56.0,81.8,15.3,0,0,0,0,,,,0.0,0.0,9,18.7,168,0,0,
WardHi00,Hines Ward,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WardHi00,Hines Ward,WR,2010,34,PIT,NFL,WR,3,2,17,12,117,9.8,2,7,70.6,17,4.0,39.0,70.6,6.9,0,0,0,0,,,,0.0,0.0,12,9.8,117,2,0,
WardHi00,Hines Ward,WR,2011,35,PIT,NFL,WR,1,0,2,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,,,,0.0,0.0,0,,0,0,0,
