player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
MoorHe00,Herman Moore,WR,1991,22,DET,NFL,WR,2,2,15,10,156,15.6,1,9,60.0,32,5.0,78.0,66.7,10.4,0,0,0,0,0.0,0.0,10,15.6,156,1,0,
MoorHe00,Herman Moore,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorHe00,Herman Moore,WR,1993,24,DET,NFL,WR,1,1,4,1,20,20.0,0,1,25.0,20,1.0,20.0,25.0,5.0,0,0,0,0,0.0,0.0,1,20.0,20,0,0,
MoorHe00,Herman Moore,WR,1994,25,DET,NFL,WR,1,1,5,2,52,26.0,0,2,40.0,36,2.0,52.0,40.0,10.4,0,0,0,0,0.0,0.0,2,26.0,52,0,0,
MoorHe00,Herman Moore,WR,1995,26,DET,NFL,WR,1,1,15,7,133,19.0,1,6,46.7,68,7.0,133.0,46.7,8.9,0,0,0,0,0.0,0.0,7,19.0,133,1,0,
MoorHe00,Herman Moore,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorHe00,Herman Moore,WR,1997,28,DET,NFL,WR,1,1,7,4,44,11.0,0,3,57.1,15,4.0,44.0,57.1,6.3,0,0,0,0,0.0,0.0,4,11.0,44,0,0,
MoorHe00,Herman Moore,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorHe00,Herman Moore,WR,1999,30,DET,NFL,WR,1,1,3,3,69,23.0,0,2,66.7,58,3.0,69.0,100.0,23.0,0,0,0,0,0.0,0.0,3,23.0,69,0,0,
