player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
ColeLa00,Laveranues Coles,WR,2001,24,NYJ,NFL,WR,1,1,13,8,123,15.4,0,5,53.8,29,8.0,123.0,61.5,9.5,1,7,0,0,100.0,7,7.0,7.0,1.0,9,14.4,130,0,0,
ColeLa00,Laveranues Coles,WR,2002,25,NYJ,NFL,WR,2,2,14,8,66,8.3,0,6,50.0,14,4.0,33.0,57.1,4.7,1,-1,0,0,0.0,-1,-1.0,-0.5,0.5,9,7.2,65,0,0,
ColeLa00,Laveranues Coles,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ColeLa00,Laveranues Coles,WR,2006,29,NYJ,NFL,WR,1,1,9,5,45,9.0,0,2,44.4,14,5.0,45.0,55.6,5.0,0,0,0,0,,,,0.0,0.0,5,9.0,45,0,0,
ColeLa00,Laveranues Coles,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ColeLa00,Laveranues Coles,WR,2009,32,CIN,NFL,WR,1,0,11,6,48,8.0,1,2,54.5,13,6.0,48.0,54.5,4.4,0,0,0,0,,,,0.0,0.0,6,8.0,48,1,1,
