player_id,player_name,position,year_id,age,team,pos,uniform_number,g,gs,offense,off_pct,defense,def_pct,special_teams,st_pct
NewtCa00,Cam Newton,QB,2012,23,CAR,QB,1,16,16,1021,99%,0,0%,0,0%
NewtCa00,Cam Newton,QB,2013*,24,CAR,QB,1,16,16,1014,99%,0,0%,0,0%
NewtCa00,Cam Newton,QB,2014,25,CAR,QB,1,14,14,927,97%,0,0%,0,0%
NewtCa00,Cam Newton,QB,2015*+,26,CAR,QB,1,16,16,1077,98%,0,0%,0,0%
NewtCa00,Cam Newton,QB,2016,27,CAR,QB,1,15,14,1023,97%,0,0%,0,0%
NewtCa00,Cam Newton,QB,2017,28,CAR,QB,1,16,16,1051,99%,0,0%,0,0%
NewtCa00,Cam Newton,QB,2018,29,CAR,QB,1,14,14,885,99%,0,0%,0,0%
NewtCa00,Cam Newton,QB,2019,30,CAR,QB,1,2,2,141,100%,0,0%,0,0%
NewtCa00,Cam Newton,QB,2020,31,NWE,QB,1,15,15,876,94%,0,0%,0,0%
NewtCa00,Cam Newton,QB,2021,32,CAR,QB,1,8,5,252,48%,0,0%,0,0%
