player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_yac,rec_broken_tackles,rec_drops,rec_target_int,awards
SiemTr00,Trevor Siemian,QB,2021,30,NOR,NFL,QB,6,4,9,20,2,2,0.2,18,2.0,0,0,0,0,0,0,0,0,0,0,
SiemTr00,Trevor Siemian,QB,2022,31,CHI,NFL,QB,2,1,4,8,1,8,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,
SiemTr00,Trevor Siemian,QB,2023,32,NYJ,NFL,QB,5,3,11,40,5,34,3.1,6,0.5,0,0,0,0,0,0,0,0,0,0,
