player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,av,awards
McCoJo01,Josh McCown,QB,2002,23,ARI,NFL,QB,2,0,,7,18,38.9,66,0,0.0,2,11.1,3,21.7,26,3.7,-1.33,9.4,33.0,10.2,,5,50,21.74,0.70,-3.22,0,0,0,
McCoJo01,Josh McCown,QB,2003,24,ARI,NFL,QB,8,3,1-2-0,95,166,57.2,1018,5,3.0,6,3.6,51,40.8,60,6.1,5.11,10.7,127.3,70.3,,25,174,13.09,4.42,3.53,1,1,3,
McCoJo01,Josh McCown,QB,2004,25,ARI,NFL,QB,14,13,6-7-0,233,408,57.1,2511,11,2.7,10,2.5,122,40.8,48,6.2,5.59,10.8,179.4,74.1,,31,263,7.06,5.12,4.60,2,2,7,
McCoJo01,Josh McCown,QB,2005,26,ARI,NFL,QB,9,6,3-3-0,163,270,60.4,1836,9,3.3,11,4.1,87,42.4,49,6.8,5.63,11.3,204.0,74.9,,18,101,6.25,6.02,4.93,0,0,5,
McCoJo01,Josh McCown,QB,2006,27,DET,NFL,QB,2,0,,0,0,,0,0,,0,,0,,,,,,0.0,,,0,0,,,,0,0,0,
McCoJo01,Josh McCown,QB,2007,28,OAK,NFL,QB,9,9,2-7-0,111,190,58.4,1151,10,5.3,11,5.8,56,42.6,46,6.1,4.51,10.4,127.9,69.4,29.7,14,92,6.86,5.19,3.75,0,0,1,
McCoJo01,Josh McCown,QB,2008,29,CAR,NFL,QB,2,0,,0,0,,0,0,,0,,0,,,,,,0.0,,5.7,0,0,,,,0,0,0,
McCoJo01,Josh McCown,QB,2009,30,CAR,NFL,QB,1,0,,1,6,16.7,2,0,0.0,0,0.0,0,,2,0.3,0.33,2.0,2.0,39.6,2.4,1,6,14.29,-0.57,-0.57,0,0,0,
McCoJo01,Josh McCown,QB,2010,,Did not play - Hartford Colonials (United Football League),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCoJo01,Josh McCown,QB,2011,32,CHI,NFL,QB,3,2,1-1-0,35,55,63.6,414,2,3.6,4,7.3,18,46.8,49,7.5,4.98,11.8,138.0,68.3,32.7,7,43,11.29,5.98,3.73,0,0,2,
McCoJo01,Josh McCown,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCoJo01,Josh McCown,QB,2013,34,CHI,NFL,QB,8,5,3-2-0,149,224,66.5,1829,13,5.8,1,0.4,94,51.9,80,8.2,9.13,12.3,228.6,109.0,82.4,11,37,4.68,7.63,8.54,1,1,8,
McCoJo01,Josh McCown,QB,2014,35,TAM,NFL,QB,11,11,1-10-0,184,327,56.3,2206,11,3.4,14,4.3,100,40.2,56,6.7,5.49,12.0,200.5,70.5,34.6,36,235,9.92,5.43,4.30,0,0,4,
McCoJo01,Josh McCown,QB,2015,36,CLE,NFL,QB,8,8,1-7-0,186,292,63.7,2109,12,4.1,4,1.4,96,43.2,56,7.2,7.43,11.3,263.6,93.3,52.9,23,137,7.30,6.26,6.45,1,1,5,
McCoJo01,Josh McCown,QB,2016,37,CLE,NFL,QB,5,3,0-3-0,90,165,54.5,1100,6,3.6,6,3.6,56,41.0,54,6.7,5.76,12.2,220.0,72.3,30.8,18,126,9.84,5.32,4.50,0,0,1,
McCoJo01,Josh McCown,QB,2017,38,NYJ,NFL,QB,13,13,5-8-0,267,397,67.3,2926,18,4.5,9,2.3,137,44.5,69,7.4,7.26,11.0,225.1,94.5,56.6,39,264,8.94,6.11,6.00,1,2,9,
McCoJo01,Josh McCown,QB,2018,39,NYJ,NFL,QB,4,3,0-3-0,60,110,54.5,539,1,0.9,4,3.6,27,38.5,41,4.9,3.45,9.0,134.8,55.8,33.8,7,35,5.98,4.31,2.94,0,0,2,
McCoJo01,Josh McCown,QB,2019,40,PHI,NFL,QB,3,0,,3,5,60.0,24,0,0.0,0,0.0,2,60.0,13,4.8,4.80,8.0,8.0,72.1,54.3,0,0,0.00,4.80,4.80,0,0,0,
