player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,two_pt_md,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
EngrBo00,Bobby Engram,WR,1996,23,CHI,NFL,WR,16,2,0,6,0,0,0,0,0,6,0,0,0,0,0,0,36,2.3,
EngrBo00,Bobby Engram,WR,1997,24,CHI,NFL,WR,11,11,0,2,0,0,0,0,0,2,1,0,0,0,0,0,14,1.3,
EngrBo00,Bobby Engram,WR,1998,25,CHI,NFL,WR,16,16,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,1.9,
EngrBo00,Bobby Engram,WR,1999,26,CHI,NFL,WR,16,14,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.5,
EngrBo00,Bobby Engram,WR,,,,,,,,,,,,,,,,,,,,,,,,
EngrBo00,Bobby Engram,WR,2002,29,SEA,NFL,WR,15,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0.4,
EngrBo00,Bobby Engram,WR,2003,30,SEA,NFL,WR,16,7,0,6,1,0,0,0,0,7,0,0,0,0,0,0,42,2.6,
EngrBo00,Bobby Engram,WR,2004,31,SEA,NFL,WR,13,7,0,2,0,0,0,0,0,2,0,0,0,0,0,0,12,0.9,
EngrBo00,Bobby Engram,WR,2005,32,SEA,NFL,WR,13,13,0,3,0,0,0,0,0,3,0,0,0,0,0,0,18,1.4,
EngrBo00,Bobby Engram,WR,2006,33,SEA,NFL,WR,7,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0.9,
EngrBo00,Bobby Engram,WR,2007,34,SEA,NFL,WR,16,13,0,6,0,0,0,0,0,6,0,0,0,0,0,0,36,2.3,AP CPoY-6
