player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
EngrBo00,Bobby Engram,WR,1996,23,CHI,NFL,WR,16,2,31,282,0,34,9.1,25,580,0,45,23.2,1251,
EngrBo00,Bobby Engram,WR,1997,24,CHI,NFL,WR,11,11,1,4,0,4,4.0,2,27,0,20,13.5,430,
EngrBo00,Bobby Engram,WR,,,,,,,,,,,,,,,,,,,
EngrBo00,Bobby Engram,WR,2001,28,SEA,NFL,WR,16,4,6,96,0,28,16.0,1,6,0,6,6.0,502,
EngrBo00,Bobby Engram,WR,2002,29,SEA,NFL,WR,15,6,21,224,1,61,10.7,0,0,0,0,,843,
EngrBo00,Bobby Engram,WR,2003,30,SEA,NFL,WR,16,7,31,320,1,83,10.3,1,18,0,18,18.0,975,
EngrBo00,Bobby Engram,WR,2004,31,SEA,NFL,WR,13,7,10,118,0,48,11.8,0,0,0,0,,617,
EngrBo00,Bobby Engram,WR,2005,32,SEA,NFL,WR,13,13,1,9,0,9,9.0,0,0,0,0,,787,
EngrBo00,Bobby Engram,WR,,,,,,,,,,,,,,,,,,,
EngrBo00,Bobby Engram,WR,2007,34,SEA,NFL,WR,16,13,0,0,0,0,,1,12,0,12,12.0,1159,AP CPoY-6
EngrBo00,Bobby Engram,WR,2008,35,SEA,NFL,WR,13,11,1,6,0,6,6.0,0,0,0,0,,495,
